data/uf50-010.cnf.dat,40,18,20,1,1652,8.029702,,,,,,
data/uf50-011.cnf.dat,40,18,20,1,2010,9.354339,,,,,,
data/uf50-012.cnf.dat,40,18,20,1,-10,38.112616,,,,,,
data/uf50-02.cnf.dat,40,18,20,1,1487,5.780868,,1,2,3,4,5
data/uf50-03.cnf.dat,40,18,20,1,2020,11.499695000000001,,1,1,2,3,3
data/uf50-04.cnf.dat,40,18,20,1,1880,6.727685999999999,,,,,,
data/uf50-05.cnf.dat,40,18,20,1,1992,7.361534,,,,,,
data/uf50-06.cnf.dat,40,18,20,1,1934,7.288655,,,,,,
data/uf50-07.cnf.dat,40,18,20,1,1977,9.937186,,,,,,
data/uf50-08.cnf.dat,40,18,20,1,1476,6.044197,,,,,,
data/uf50-010.cnf.dat,40,18,20,2,1797,6.431062999999999,,,,,,
data/uf50-011.cnf.dat,40,18,20,2,1710,7.872305000000001,,,,,,
data/uf50-012.cnf.dat,40,18,20,2,-10,38.589927,,,,,,
data/uf50-02.cnf.dat,40,18,20,2,1697,16.199551999999997,,,,,,
data/uf50-03.cnf.dat,40,18,20,2,1951,6.526676999999999,,,,,,
data/uf50-04.cnf.dat,40,18,20,2,1738,7.915982,,,,,,
data/uf50-05.cnf.dat,40,18,20,2,1672,6.238023,,,,,,
data/uf50-06.cnf.dat,40,18,20,2,1941,7.750536,,,,,,
data/uf50-07.cnf.dat,40,18,20,2,1517,8.724571000000001,,,,,,
data/uf50-08.cnf.dat,40,18,20,2,1715,4.8597209999999995,,,,,,
data/uf50-010.cnf.dat,40,18,20,3,2206,11.523264000000001,,,,,,
data/uf50-011.cnf.dat,40,18,20,3,-10,33.129416,,,,,,
data/uf50-012.cnf.dat,40,18,20,3,-10,35.156791,,,,,,
data/uf50-02.cnf.dat,40,18,20,3,1693,5.33039,,,,,,
data/uf50-03.cnf.dat,40,18,20,3,1777,26.208378000000003,,,,,,
data/uf50-04.cnf.dat,40,18,20,3,1412,6.414367,,,,,,
data/uf50-05.cnf.dat,40,18,20,3,2024,6.3615699999999995,,,,,,
data/uf50-06.cnf.dat,40,18,20,3,2032,5.838284,,,,,,
data/uf50-07.cnf.dat,40,18,20,3,1815,6.6090539999999995,,,,,,
data/uf50-08.cnf.dat,40,18,20,3,1869,6.483029999999999,,,,,,
data/uf50-010.cnf.dat,40,18,20,4,2019,5.679857999999999,,,,,,
data/uf50-011.cnf.dat,40,18,20,4,-10,37.830097,,,,,,
data/uf50-012.cnf.dat,40,18,20,4,1128,14.959446,,,,,,
data/uf50-02.cnf.dat,40,18,20,4,1805,6.569611,,,,,,
data/uf50-03.cnf.dat,40,18,20,4,2122,5.974412999999999,,,,,,
data/uf50-04.cnf.dat,40,18,20,4,2030,23.213428000000004,,,,,,
data/uf50-05.cnf.dat,40,18,20,4,1993,13.142749,,,,,,
data/uf50-06.cnf.dat,40,18,20,4,-10,36.878584000000004,,,,,,
data/uf50-07.cnf.dat,40,18,20,4,1848,6.16045,,,,,,
data/uf50-08.cnf.dat,40,18,20,4,1622,35.948543,,,,,,
data/uf50-010.cnf.dat,40,18,20,5,1832,10.218153000000001,,,,,,
data/uf50-011.cnf.dat,40,18,20,5,1741,9.927273,,,,,,
data/uf50-012.cnf.dat,40,18,20,5,1417,15.864977000000001,,,,,,
data/uf50-02.cnf.dat,40,18,20,5,1922,7.209382,,,,,,
data/uf50-03.cnf.dat,40,18,20,5,-10,35.100435000000004,,,,,,
data/uf50-04.cnf.dat,40,18,20,5,1534,7.156961999999999,,,,,,
data/uf50-05.cnf.dat,40,18,20,5,2074,9.277702999999999,,,,,,
data/uf50-06.cnf.dat,40,18,20,5,-10,34.708469,,,,,,
data/uf50-07.cnf.dat,40,18,20,5,2043,9.022647999999998,,,,,,
data/uf50-08.cnf.dat,40,18,20,5,-10,39.966297,,,,,,
